YEAR,TARGET_YEAR,OCC_CODE,OCC_TITLE,SOURCE_FILE,OCC_MAJOR,OCC_MINOR,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,LOG_TOT_EMP,LOG_A_MEAN,EMPLOYMENT_SHARE,NEXT_TOT_EMP,NEXT_A_MEAN,TARGET_LOG_TOT_EMP,TARGET_LOG_A_MEAN,DATA_SPLIT
2022,2023,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,21520,4.1,103570,0.6,59090,78830,100660,127780,152550,9.976784481597585,11.548012646841903,0.0001455187133549123,22510,108740,10.021759357614163,11.596724186905558,holdout_2023_2024
2023,2024,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,22510,2.5,108740,0.8,62190,81760,103690,131670,160600,10.021759357614163,11.596724186905558,0.00014823529861115182,23220,113770,10.05281232064669,11.64194293515849,holdout_2023_2024
2010,2011,17-2112,Industrial Engineers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-21,202990,1.2,78450,0.3,49700,61360,76100,93070,112830,12.220916922065731,11.27022950505253,0.001597124593499965,211490,79840,12.261937723371567,11.287792435957009,train_through_2022
2011,2012,17-2112,Industrial Engineers,oesm11nat/national_M2011_dl.csv,17,17-21,211490,1.1,79840,0.3,50350,62460,77240,93990,115340,12.261937723371567,11.287792435957009,0.001648675248238699,220130,82100,12.30197810266724,11.315705475634307,train_through_2022
2012,2013,17-2112,Industrial Engineers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-21,220130,1.2,82100,0.4,51180,63640,78860,96460,118300,12.30197810266724,11.315705475634307,0.0016895675097081246,230580,83390,12.348357489667123,11.331295668854674,train_through_2022
2013,2014,17-2112,Industrial Engineers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-21,230580,1.1,83390,0.4,51950,64760,80300,98250,119460,12.348357489667123,11.331295668854674,0.0017390596045370314,236990,85110,12.375777444712668,11.351711565902628,train_through_2022
2014,2015,17-2112,Industrial Engineers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-21,236990,1.1,85110,0.4,52510,65560,81490,101140,123400,12.375777444712668,11.351711565902628,0.0017538167845720365,247570,86990,12.419452688538797,11.373559944009717,train_through_2022
2015,2016,17-2112,Industrial Engineers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-21,247570,1.1,86990,0.4,53300,66680,83470,103680,126920,12.419452688538797,11.373559944009717,0.0017953295325652849,256550,88530,12.455082754238171,11.39110805214731,train_through_2022
2016,2017,17-2112,Industrial Engineers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-21,256550,1.1,88530,0.4,54070,67330,84310,105230,129390,12.455082754238171,11.39110805214731,0.0018272798530198906,265520,90340,12.489449212581402,11.41134667844111,train_through_2022
2017,2018,17-2112,Industrial Engineers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-21,265520,1.1,90340,0.4,55230,68550,85880,106970,130930,12.489449212581402,11.41134667844111,0.001862656446094714,279550,91630,12.540940023626,11.425524921355999,train_through_2022
2018,2019,17-2112,Industrial Engineers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-21,279550,1.3,91630,0.4,56470,69690,87040,108560,132340,12.540940023626,11.425524921355999,0.0019315113905624508,291710,92660,12.583518865120812,11.436702951055723,train_through_2022
2019,2020,17-2112,Industrial Engineers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-21,291710,1.4,92660,0.3,57290,70540,88020,110160,134070,12.583518865120812,11.436702951055723,0.0019861313278701728,290190,93610,12.578294605856891,11.44690317692811,train_through_2022
2020,2021,17-2112,Industrial Engineers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-21,290190,1.4,93610,0.3,57950,71630,88950,111360,136930,12.578294605856891,11.44690317692811,0.0020862451247077663,293950,95200,12.59116836576372,11.46374572492597,train_through_2022
2021,2022,17-2112,Industrial Engineers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-21,293950,0.9,95200,0.4,60850,76650,95300,105530,129620,12.59116836576372,11.46374572492597,0.0020864450489854994,321400,98560,12.680444843668388,11.498430924819772,train_through_2022
2022,2023,17-2112,Industrial Engineers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,321400,0.6,98560,0.4,62730,77600,96350,117000,134990,12.680444843668388,11.498430924819772,0.00217331386952922,332870,103150,12.715510306521315,11.543949213071892,holdout_2023_2024
2023,2024,17-2112,Industrial Engineers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,332870,0.7,103150,0.5,65320,79730,99380,124000,142220,12.715510306521315,11.543949213071892,0.002192051703629236,350230,107900,12.766348215761381,11.588969419043872,holdout_2023_2024
2010,2011,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-21,5720,9.5,87770,4.7,43200,57920,79920,106280,144350,8.651898894268529,11.382486428935865,4.500493952815311e-05,5470,91730,8.607216694063826,11.426615660003202,train_through_2022
2011,2012,17-2121,Marine Engineers and Naval Architects,oesm11nat/national_M2011_dl.csv,17,17-21,5470,9.2,91730,2.9,51060,64460,84850,110370,145790,8.607216694063826,11.426615660003202,4.264151311109595e-05,6880,96140,8.83651926920248,11.473571142891672,train_through_2022
2012,2013,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-21,6880,11.7,96140,3.5,54260,69600,88100,113420,150560,8.83651926920248,11.473571142891672,5.280618028797482e-05,6640,94040,8.801017833540714,11.451486136370331,train_through_2022
2013,2014,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-21,6640,7.7,94040,1.9,56800,72200,89550,112280,140390,8.801017833540714,11.451486136370331,5.0079606965590635e-05,7570,99160,8.932080438103307,11.504500070809854,train_through_2022
2014,2015,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-21,7570,5.5,99160,2.0,59110,73870,92930,116910,146840,8.932080438103307,11.504500070809854,5.6020899865860655e-05,7600,100090,8.936035096566041,11.513835051171247,train_through_2022
2015,2016,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-21,7600,5.8,100090,2.1,61110,74030,93110,118070,149330,8.936035096566041,11.513835051171247,5.5113723179287334e-05,8120,99860,9.002208578282412,11.511534498024087,train_through_2022
2016,2017,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-21,8120,6.8,99860,2.0,58580,72600,93350,120210,152450,9.002208578282412,11.511534498024087,5.78347784311889e-05,10960,96910,9.302098797215724,11.4815483105279,train_through_2022
2017,2018,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-21,10960,4.6,96910,1.5,63980,73430,90970,115760,145550,9.302098797215724,11.4815483105279,7.688578882644647e-05,11350,98970,9.337061124755339,11.502582156911632,train_through_2022
2018,2019,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-21,11350,6.4,98970,1.5,65090,74670,92560,118980,148950,9.337061124755339,11.502582156911632,7.842122798384482e-05,11360,98730,9.337941716569905,11.500154259187848,train_through_2022
2019,2020,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-21,11360,4.6,98730,1.6,65440,75500,92400,116770,147710,9.337941716569905,11.500154259187848,7.734548656064298e-05,8700,99590,9.071193240566025,11.508827078044066,train_through_2022
2020,2021,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-21,8700,7.8,99590,1.6,62610,76750,95440,118790,148580,9.071193240566025,11.508827078044066,6.254637508169671e-05,7380,97820,8.906664409770052,11.490894556899406,train_through_2022
2021,2022,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-21,7380,8.9,97820,3.9,56550,76600,93370,118610,151880,8.906664409770052,11.490894556899406,5.238293744348694e-05,7450,105560,8.916103530553727,11.567044263857724,train_through_2022
2022,2023,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,7450,7.5,105560,3.7,66360,81320,96910,119550,150260,8.916103530553727,11.567044263857724,5.037706387054352e-05,9960,108110,9.206432747145165,11.590913756082166,holdout_2023_2024
2023,2024,17-2121,Marine Engineers and Naval Architects,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,9960,7.4,108110,1.8,76860,80620,100270,126870,156630,9.206432747145165,11.590913756082166,6.558967455206894e-05,8440,116680,9.04085606398372,11.667198994394024,holdout_2023_2024
2010,2011,17-2131,Materials Engineers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-21,21830,2.5,85860,0.9,51680,64930,83120,105090,126800,9.991086257015196,11.36048498857772,0.00017175836187055635,22160,86790,10.006089266196847,11.371258208636666,train_through_2022
2011,2012,17-2131,Materials Engineers,oesm11nat/national_M2011_dl.csv,17,17-21,22160,3.6,86790,0.9,52110,66520,84550,106840,127850,10.006089266196847,11.371258208636666,0.000172748799002173,22740,87490,10.03192474171143,11.37929120991269,train_through_2022
2012,2013,17-2131,Materials Engineers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-21,22740,3.0,87490,0.9,52900,66900,85150,107510,130020,10.03192474171143,11.37929120991269,0.0001745367063588005,24190,89930,10.093735942146068,11.40679798860655,train_through_2022
2013,2014,17-2131,Materials Engineers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-21,24190,3.4,89930,0.8,54540,68760,87330,110550,134510,10.093735942146068,11.40679798860655,0.0001824436283881984,24990,91150,10.126271039034782,11.420272750973671,train_through_2022
2014,2015,17-2131,Materials Engineers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-21,24990,2.6,91150,0.9,53290,68360,87690,112630,138450,10.126271039034782,11.420272750973671,0.00018493557300500104,27040,94690,10.205109511721595,11.458374237699054,train_through_2022
2015,2016,17-2131,Materials Engineers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-21,27040,3.8,94690,1.4,53120,69530,91310,118070,144720,10.205109511721595,11.458374237699054,0.00019608882562735915,26800,97050,10.196194479235656,11.482991892511098,train_through_2022
2016,2017,17-2131,Materials Engineers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-21,26800,4.0,97050,1.4,54870,70620,93310,121120,148840,10.196194479235656,11.482991892511098,0.00019088325886155942,27200,98610,10.211009016314167,11.49893809623429,train_through_2022
2017,2018,17-2131,Materials Engineers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-21,27200,3.9,98610,1.3,57080,72390,94610,122360,149860,10.211009016314167,11.49893809623429,0.00019081144672256789,26930,96930,10.201033318424798,11.481754664156846,train_through_2022
2018,2019,17-2131,Materials Engineers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-21,26930,2.7,96930,0.7,57110,71960,92390,119360,148110,10.201033318424798,11.481754664156846,0.000186069045780171,26820,97890,10.196940441748334,11.491609893751361,train_through_2022
2019,2020,17-2131,Materials Engineers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-21,26820,2.4,97890,0.8,57340,72420,93360,120180,148960,10.196940441748334,11.491609893751361,0.0001826061575313772,24740,100550,10.116217065501464,11.51842034045219,train_through_2022
2020,2021,17-2131,Materials Engineers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-21,24740,2.5,100550,0.9,57970,73950,95640,123590,154340,10.116217065501464,11.51842034045219,0.00017786176086450304,21530,101950,9.977249036098181,11.532247584684265,train_through_2022
2021,2022,17-2131,Materials Engineers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-21,21530,2.7,101950,0.8,60580,76650,98300,127110,161080,9.977249036098181,11.532247584684265,0.00015281905733851949,21510,105420,9.976319711185798,11.565717136230267,train_through_2022
2022,2023,17-2131,Materials Engineers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,21510,2.2,105420,1.5,60700,78580,100140,130260,162300,9.976319711185798,11.565717136230267,0.00014545109313495185,24630,110430,10.11176109118361,11.612146170510453,holdout_2023_2024
2023,2024,17-2131,Materials Engineers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,24630,1.8,110430,0.7,63340,80790,104100,133090,165580,10.11176109118361,11.612146170510453,0.00016219615303388136,22770,116380,10.033243075528665,11.66462457071542,holdout_2023_2024
2010,2011,17-2141,Mechanical Engineers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-21,234400,1.9,82480,0.7,50550,62360,78160,98150,119480,12.364788602887499,11.320323242768653,0.0018442583610837567,238260,83550,12.381121990440155,11.333212502832822,train_through_2022
2011,2012,17-2141,Mechanical Engineers,oesm11nat/national_M2011_dl.csv,17,17-21,238260,1.8,83550,0.7,51340,63470,79230,98580,119950,12.381121990440155,11.333212502832822,0.0018573614102101869,252540,84770,12.43932889075358,11.347708782159037,train_through_2022
2012,2013,17-2141,Mechanical Engineers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-21,252540,1.5,84770,0.6,52030,64530,80580,100620,121530,12.43932889075358,11.347708782159037,0.0019383245305123781,258630,85930,12.463157614392077,11.361299927618816,train_through_2022
2013,2014,17-2141,Mechanical Engineers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-21,258630,1.1,85930,0.5,52550,65370,82100,102770,123340,12.463157614392077,11.361299927618816,0.0019506157755287208,270700,87140,12.508770169721908,11.375282775391678,train_through_2022
2014,2015,17-2141,Mechanical Engineers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-21,270700,1.3,87140,0.5,53210,66110,83060,104310,126430,12.508770169721908,11.375282775391678,0.002003283697977342,278340,88190,12.536602259695709,11.387260195972038,train_through_2022
2015,2016,17-2141,Mechanical Engineers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-21,278340,1.3,88190,0.4,53640,66540,83590,105110,128430,12.536602259695709,11.387260195972038,0.0020184675933845836,285790,89800,12.563016053429232,11.405351390085748,train_through_2022
2016,2017,17-2141,Mechanical Engineers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-21,285790,1.6,89800,0.4,54420,67070,84190,106420,131350,12.563016053429232,11.405351390085748,0.002035542035449443,291290,91500,12.582078046486712,11.424105180165641,train_through_2022
2017,2018,17-2141,Mechanical Engineers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-21,291290,1.6,91500,0.4,55310,68270,85880,108580,133900,12.582078046486712,11.424105180165641,0.002043436261610912,303440,92800,12.622942471901775,11.438212694578302,train_through_2022
2018,2019,17-2141,Mechanical Engineers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-21,303440,1.4,92800,0.3,56270,69410,87370,110520,136550,12.622942471901775,11.438212694578302,0.0020965759840896802,306990,93540,12.634573710178701,11.446155121836375,train_through_2022
2019,2020,17-2141,Mechanical Engineers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-21,306990,1.3,93540,0.3,57130,70280,88430,111980,138020,12.634573710178701,11.446155121836375,0.0020901664541594883,293960,95560,12.591202384460399,11.467520066014544,train_through_2022
2020,2021,17-2141,Mechanical Engineers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-21,293960,1.4,95560,0.4,58410,71880,90160,114380,141060,12.591202384460399,11.467520066014544,0.002113348553909835,278240,97000,12.536242923601202,11.48247656671073,train_through_2022
2021,2022,17-2141,Mechanical Engineers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-21,278240,1.0,97000,0.6,60750,76050,95300,120180,136210,12.536242923601202,11.48247656671073,0.0019749361130455023,277560,100820,12.53379600783161,11.521101946254364,train_through_2022
2022,2023,17-2141,Mechanical Engineers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,277560,0.8,100820,0.7,61990,76980,96310,122680,151260,12.53379600783161,11.521101946254364,0.0018768668252225585,281290,105220,12.547144999653996,11.563818179136234,holdout_2023_2024
2023,2024,17-2141,Mechanical Engineers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,281290,1.6,105220,0.5,64560,79160,99510,126990,157470,12.547144999653996,11.563818179136234,0.0018523814814007504,286760,110080,12.566404395197441,11.608971737428234,holdout_2023_2024
2010,2011,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-21,6270,5.0,87350,2.2,48950,63700,82870,103640,129700,8.74369111054302,11.377689763693581,4.933233755970629e-05,6630,90070,8.799510901368867,11.40835352719201,train_through_2022
2011,2012,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",oesm11nat/national_M2011_dl.csv,17,17-21,6630,4.4,90070,1.8,50620,64910,84300,107160,136800,8.799510901368867,11.40835352719201,5.168432027907974e-05,7640,91250,8.941283763647567,11.4213692302888,train_through_2022
2012,2013,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-21,7640,4.4,91250,1.9,49680,64140,84320,108800,140130,8.941283763647567,11.4213692302888,5.863942113373948e-05,7990,96950,8.986071187374463,11.481960975212754,train_through_2022
2013,2014,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-21,7990,4.4,96950,3.4,50390,65130,86870,113900,149070,8.986071187374463,11.481960975212754,6.0261454767329695e-05,8200,100970,9.012011377036412,11.522588625881184,train_through_2022
2014,2015,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-21,8200,4.5,100970,3.5,52780,67450,90160,119580,159010,9.012011377036412,11.522588625881184,6.0683141202121184e-05,8000,107880,8.987321812850125,11.588784046769474,train_through_2022
2015,2016,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-21,8000,6.1,107880,3.9,54180,69780,94040,128010,180600,8.987321812850125,11.588784046769474,5.8014445451881406e-05,6940,103010,8.845201135339584,11.542591057625978,train_through_2022
2016,2017,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-21,6940,5.7,103010,2.4,55490,70630,93720,127420,160510,8.845201135339584,11.542591057625978,4.9430217033553075e-05,6150,103710,8.724369949208368,11.549363463809012,train_through_2022
2017,2018,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-21,6150,5.2,103710,2.4,54700,71190,94240,127120,160320,8.724369949208368,11.549363463809012,4.3143029314110015e-05,5780,98420,8.662331957082475,11.497009474904827,train_through_2022
2018,2019,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-21,5780,5.5,98420,2.0,54550,70290,92250,122020,151030,8.662331957082475,11.497009474904827,3.993609671776414e-05,6280,96990,8.74528448245438,11.482373469675709,train_through_2022
2019,2020,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-21,6280,6.0,96990,2.1,52160,68240,91160,120890,151230,8.74528448245438,11.482373469675709,4.275789221838362e-05,6270,100140,8.74369111054302,11.514334471853648,train_through_2022
2020,2021,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-21,6270,6.0,100140,1.7,57040,71990,93800,121670,156270,8.74369111054302,11.514334471853648,4.5076525489912455e-05,7370,100450,8.905308661189288,11.51742532539512,train_through_2022
2021,2022,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-21,7370,3.7,100450,1.1,48690,70110,97090,127530,162720,8.905308661189288,11.51742532539512,5.231195785345511e-05,7390,101290,8.908018322784887,11.525752841275015,train_through_2022
2022,2023,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,7390,5.7,101290,1.1,55460,74250,97490,121990,158540,8.908018322784887,11.525752841275015,4.997134255078076e-05,7040,105460,8.859505484519133,11.566096495307663,holdout_2023_2024
2023,2024,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,7040,6.0,105460,2.9,55150,77730,100640,128920,160820,8.859505484519133,11.566096495307663,4.6360573177366006e-05,6770,108940,8.820404065485645,11.598561730260323,holdout_2023_2024
2010,2011,17-2161,Nuclear Engineers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-21,18610,8.2,101500,1.0,67250,83200,99920,117980,142290,9.831508082743964,11.527823929632195,0.0001464234133949177,18430,105160,9.821789308551622,11.563247788117737,train_through_2022
2011,2012,17-2161,Nuclear Engineers,oesm11nat/national_M2011_dl.csv,17,17-21,18430,9.4,105160,1.3,67100,83270,101930,120470,147670,9.821789308551622,11.563247788117737,0.00014367149664305272,19930,107140,9.900031587562738,11.581901002973623,train_through_2022
2012,2013,17-2161,Nuclear Engineers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-21,19930,12.2,107140,1.6,68940,85290,104270,122760,149940,9.900031587562738,11.581901002973623,0.00015296906586327588,16400,106860,9.70509758756311,11.579284203506532,train_through_2022
2013,2014,17-2161,Nuclear Engineers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-21,16400,4.3,106860,1.6,66970,82270,101600,121240,156960,9.70509758756311,11.579284203506532,0.00012369059551742265,16520,104630,9.712387577930592,11.558195153817712,train_through_2022
2014,2015,17-2161,Nuclear Engineers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-21,16520,4.8,104630,1.4,66890,81440,100470,120210,151710,9.712387577930592,11.558195153817712,0.0001222543283730539,16880,106060,9.733944008101389,11.571769679271979,train_through_2022
2015,2016,17-2161,Nuclear Engineers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-21,16880,5.0,106060,1.4,66650,82630,102950,122930,152220,9.733944008101389,11.571769679271979,0.00012241047990346976,17680,105950,9.780245895678089,11.57073200206625,train_through_2022
2016,2017,17-2161,Nuclear Engineers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-21,17680,5.2,105950,1.5,65570,82770,102220,124420,152420,9.780245895678089,11.57073200206625,0.0001259259707713571,16700,108910,9.723223876851618,11.598286313920886,train_through_2022
2017,2018,17-2161,Nuclear Engineers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-21,16700,5.2,108910,1.5,66400,84800,105810,127610,159330,9.723223876851618,11.598286313920886,0.00011715261618628248,15980,110790,9.679155795585109,11.615400822559371,train_through_2022
2018,2019,17-2161,Nuclear Engineers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,17,17-21,15980,4.3,110790,1.3,68560,85840,107600,129000,162360,9.679155795585109,11.615400822559371,0.00011041156151381851,15850,120700,9.670987868797893,11.701071692055445,train_through_2022
2019,2020,17-2161,Nuclear Engineers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,17,17-21,15850,4.1,120700,3.0,71860,90170,113460,138330,179430,9.670987868797893,11.701071692055445,0.00010791601778047458,15700,125130,9.661479683575521,11.737116467515811,train_through_2022
2020,2021,17-2161,Nuclear Engineers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,17,17-21,15700,4.1,125130,2.9,74800,92440,116140,143000,185550,9.661479683575521,11.737116467515811,0.00011287104468765958,12670,121760,9.447071196798909,11.70981538593958,train_through_2022
2021,2022,17-2161,Nuclear Engineers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,17,17-21,12670,5.1,121760,2.3,75460,93840,120380,136240,169000,9.447071196798909,11.70981538593958,8.993114057032242e-05,12250,124540,9.41336284529417,11.732390257942946,train_through_2022
2022,2023,17-2161,Nuclear Engineers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,17,17-21,12250,2.2,124540,1.7,79440,98320,122480,137810,169580,9.41336284529417,11.732390257942946,8.283476945156486e-05,12710,126950,9.450223039294668,11.751556464218776,holdout_2023_2024
2023,2024,17-2161,Nuclear Engineers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,17,17-21,12710,7.1,126950,0.8,82150,100500,125460,142700,174020,9.450223039294668,11.751556464218776,8.369927344947754e-05,14740,134980,9.598388006047278,11.812889306774919,holdout_2023_2024
2010,2011,17-2171,Petroleum Engineers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,17,17-21,28210,4.7,127970,2.2,63480,85930,114080,158580,,10.247467251790306,11.759558954732594,0.0002219561790365733,30880,138980,10.33789638703407,11.84209251212233,train_through_2022
2011,2012,17-2171,Petroleum Engineers,oesm11nat/national_M2011_dl.csv,17,17-21,30880,4.7,138980,2.1,69850,92170,122280,172040,,10.33789638703407,11.84209251212233,0.0002407257632304649,36410,147470,10.50262620577447,11.901386825262207,train_through_2022
2012,2013,17-2171,Petroleum Engineers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,17,17-21,36410,4.6,147470,2.0,75030,97860,130280,183520,,10.50262620577447,11.901386825262207,0.00027945828841354116,34910,149180,10.460557244776187,11.912915612798123,train_through_2022
2013,2014,17-2171,Petroleum Engineers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,17,17-21,34910,4.2,149180,1.4,74240,98390,132320,186520,,10.460557244776187,11.912915612798123,0.00026329504204348933,33740,147520,10.426468994072131,11.90172581750931,train_through_2022
2014,2015,17-2171,Petroleum Engineers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,17,17-21,33740,3.8,147520,1.3,73990,97390,130050,185200,,10.426468994072131,11.90172581750931,0.0002496889248975084,34600,149590,10.451637862362272,11.915660182284995,train_through_2022
2015,2016,17-2171,Petroleum Engineers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,17,17-21,34600,4.4,149590,1.3,74880,99390,129990,185050,,10.451637862362272,11.915660182284995,0.00025091247657938706,32780,147030,10.397604358238855,11.898398727881634,train_through_2022
2016,2017,17-2171,Petroleum Engineers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,17,17-21,32780,5.0,147030,1.3,73000,97430,128230,179450,,10.397604358238855,11.898398727881634,0.00023347586662245964,32010,154780,10.373834872713369,11.949766493586626,train_through_2022
2017,2018,17-2171,Petroleum Engineers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,17,17-21,32010,4.5,154780,2.4,74400,99900,132280,190580,,10.373834872713369,11.949766493586626,0.00022455420623490434,32510,156370,10.389333772591105,11.95998666790568,train_through_2022
