YEAR,TARGET_YEAR,OCC_CODE,OCC_TITLE,SOURCE_FILE,OCC_MAJOR,OCC_MINOR,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,LOG_TOT_EMP,LOG_A_MEAN,EMPLOYMENT_SHARE,NEXT_TOT_EMP,NEXT_A_MEAN,TARGET_LOG_TOT_EMP,TARGET_LOG_A_MEAN,DATA_SPLIT
2023,2024,11-2033,Fundraising Managers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,11,11-20,31810,1.9,133620,0.9,68800,86880,119200,162660,212730,10.367567420904209,11.802762713361059,0.0002094786694278427,36920,137290,10.516535773840447,11.829858039716823,holdout_2023_2024
2019,2020,11-3010,Administrative Services and Facilities Managers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,11,11-30,307280,0.5,106550,0.3,55210,72220,96940,128230,166330,12.635517917375335,11.576379022747856,0.002092140942812885,307620,108120,12.636623784764447,11.591006249330224,train_through_2022
2010,2011,11-3011,Administrative Services Managers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,11,11-30,240320,0.6,84390,0.3,41420,56490,77890,103550,135300,12.389730808667759,11.343216039827036,0.0018908368998961109,249600,86720,12.42761892187964,11.3704513479723,train_through_2022
2011,2012,11-3011,Administrative Services Managers,oesm11nat/national_M2011_dl.csv,11,11-30,249600,0.6,86720,0.3,43120,58540,79540,106030,139170,12.42761892187964,11.3704513479723,0.001945762645800649,264090,88660,12.484049019703798,11.392575387278974,train_through_2022
2012,2013,11-3011,Administrative Services Managers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,11,11-30,264090,0.6,88660,0.3,44330,60250,81080,108660,143070,12.484049019703798,11.392575387278974,0.002026974440734196,269500,90190,12.504327379899443,11.409684922802022,train_through_2022
2013,2014,11-3011,Administrative Services Managers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,11,11-30,269500,0.6,90190,0.3,44850,61200,82310,110500,145100,12.504327379899443,11.409684922802022,0.002032598505606427,268730,92250,12.501466158250393,11.43226840195242,train_through_2022
2014,2015,11-3011,Administrative Services Managers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,11,11-30,268730,0.6,92250,0.3,45590,62000,83790,113070,149180,12.501466158250393,11.43226840195242,0.001988704943322686,270080,94840,12.506477192989509,11.459957084197983,train_through_2022
2015,2016,11-3011,Administrative Services Managers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,11,11-30,270080,0.8,94840,0.3,46430,63200,86110,116600,153570,12.506477192989509,11.459957084197983,0.001958567678455516,266280,98930,12.492307421152985,11.502177916423465,train_through_2022
2016,2017,11-3011,Administrative Services Managers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,11,11-30,266280,0.7,98930,0.3,49270,66180,90050,120990,159330,12.492307421152985,11.502177916423465,0.0018965818720020912,270100,103380,12.506551242106323,11.546176471754126,train_through_2022
2017,2018,11-3011,Administrative Services Managers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,11,11-30,270100,0.6,103380,0.3,52750,69590,94020,125310,163480,12.506551242106323,11.546176471754126,0.00189478572646197,283570,106050,12.55521781171196,11.57167538946275,train_through_2022
2021,2022,11-3012,Administrative Services Managers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,11,11-30,224620,0.7,113030,0.4,59470,77070,100170,131130,168910,12.322169816470433,11.635417396354345,0.001594343551294856,236570,115640,12.374003653276185,11.6582458436197,train_through_2022
2022,2023,11-3012,Administrative Services Managers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,11,11-30,236570,2.1,115640,0.4,59070,78490,103330,135200,178870,12.374003653276185,11.6582458436197,0.0015996915436046284,242520,121200,12.398843583548434,11.705205603408396,holdout_2023_2024
2023,2024,11-3012,Administrative Services Managers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,11,11-30,242520,1.3,121200,0.4,62470,81420,106470,140870,188820,12.398843583548434,11.705205603408396,0.0015970690634907391,254140,126030,12.44564451008985,11.7442831874188,holdout_2023_2024
2021,2022,11-3013,Facilities Managers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,11,11-30,101230,1.3,101970,0.5,59010,74700,97930,125940,161140,11.525160313038523,11.532443738116108,0.0007185263898921657,116980,105970,11.669766807430303,11.570920750757367,train_through_2022
2022,2023,11-3013,Facilities Managers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,11,11-30,116980,0.6,105970,0.4,59280,75190,99030,128590,164080,11.669766807430303,11.570920750757367,0.000791021333097474,131400,111110,11.786008995353765,11.618284980627555,holdout_2023_2024
2023,2024,11-3013,Facilities Managers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,11,11-30,131400,1.2,111110,0.4,60840,78130,102340,133990,169020,11.786008995353765,11.618284980627555,0.0008653095618616325,141090,114520,11.85716035125662,11.648513491273123,holdout_2023_2024
2010,2011,11-3021,Computer and Information Systems Managers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,11,11-30,288660,0.8,123280,0.3,71420,90850,115780,146080,,12.573008268198793,11.722221581576932,0.002271175846887531,300830,125660,12.614303924258296,11.741343083907129,train_through_2022
2011,2012,11-3021,Computer and Information Systems Managers,oesm11nat/national_M2011_dl.csv,11,11-30,300830,0.9,125660,0.4,73080,92470,118010,148500,185150,12.614303924258296,11.741343083907129,0.002345127310641864,309740,129130,12.643491743379192,11.76858267194453,train_through_2022
2012,2013,11-3021,Computer and Information Systems Managers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,11,11-30,309740,0.8,129130,0.3,74940,94740,120950,152380,,12.643491743379192,11.76858267194453,0.002377352657325192,319080,132570,12.673200268030435,11.794873629949178,train_through_2022
2013,2014,11-3021,Computer and Information Systems Managers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,11,11-30,319080,0.9,132570,0.4,76420,96850,123950,156560,,12.673200268030435,11.794873629949178,0.0024065362937621473,330360,136280,12.70794127492092,11.822474209581852,train_through_2022
2014,2015,11-3021,Computer and Information Systems Managers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,11,11-30,330360,0.8,136280,0.4,78470,99320,127640,161520,,12.70794127492092,11.822474209581852,0.002444790552138141,341250,141000,12.740373555879943,11.856522261533737,train_through_2022
2015,2016,11-3021,Computer and Information Systems Managers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,11,11-30,341250,1.0,141000,0.5,80160,101880,131600,166160,,12.740373555879943,11.856522261533737,0.002474678688806816,352510,145740,12.772837106421333,11.889586352734971,train_through_2022
2016,2017,11-3021,Computer and Information Systems Managers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,11,11-30,352510,0.9,145740,0.4,82360,105290,135800,170670,,12.772837106421333,11.889586352734971,0.002510755879898818,365690,149730,12.809543993498291,11.916595629797769,train_through_2022
2017,2018,11-3021,Computer and Information Systems Managers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,11,11-30,365690,0.8,149730,0.4,83860,107740,139220,175890,,12.809543993498291,11.916595629797769,0.002565361689410877,391430,152860,12.877564533669254,11.937284290709272,train_through_2022
2018,2019,11-3021,Computer and Information Systems Managers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,11,11-30,391430,0.7,152860,0.4,85380,110110,142530,180190,,12.877564533669254,11.937284290709272,0.002704530508345055,433960,156390,12.980709947293581,11.960114560680552,train_through_2022
2019,2020,11-3021,Computer and Information Systems Managers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,11,11-30,433960,0.6,156390,0.3,87480,113110,146360,185610,,12.980709947293581,11.960114560680552,0.002954652055269069,457290,161730,13.033075228717731,11.993689740239455,train_through_2022
2020,2021,11-3021,Computer and Information Systems Managers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,11,11-30,457290,0.7,161730,0.3,90430,116990,151150,191470,,13.033075228717731,11.993689740239455,0.0032875668805872516,485190,162930,13.092297906828058,12.001082077283272,train_through_2022
2021,2022,11-3021,Computer and Information Systems Managers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,11,11-30,485190,0.9,162930,0.3,95220,122820,159010,198750,,13.092297906828058,12.001082077283272,0.0034438587287541227,533220,173670,13.18669125135734,12.064917983771453,train_through_2022
2022,2023,11-3021,Computer and Information Systems Managers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,11,11-30,533220,1.2,173670,0.4,97430,127180,164070,207850,,13.18669125135734,12.064917983771453,0.003605645368731707,592600,180720,13.292276601599085,12.104709684548444,holdout_2023_2024
2023,2024,11-3021,Computer and Information Systems Managers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,11,11-30,592600,0.5,180720,0.3,101590,131770,169510,214050,,13.292276601599085,12.104709684548444,0.003902453929674303,645970,187990,13.378509890116213,12.144149368325744,holdout_2023_2024
2010,2011,11-3031,Financial Managers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,11,11-30,478940,0.5,116970,0.3,56120,75920,103910,142210,,13.07933269552894,11.669681319808857,0.0037682982058765122,477690,120450,13.07671935892425,11.698998310208637,train_through_2022
2011,2012,11-3031,Financial Managers,oesm11nat/national_M2011_dl.csv,11,11-30,477690,0.5,120450,0.3,58120,78300,107160,146150,,13.07671935892425,11.698998310208637,0.003723843582822564,484910,123260,13.09172064792585,11.722059337415338,train_through_2022
2012,2013,11-3031,Financial Managers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,11,11-30,484910,0.5,123260,0.3,59630,79930,109740,149410,,13.09172064792585,11.722059337415338,0.003721837919104923,499320,126660,13.121004454486686,11.74926950519163,train_through_2022
2013,2014,11-3031,Financial Managers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,11,11-30,499320,0.5,126660,0.3,61320,81780,112700,153970,,13.121004454486686,11.74926950519163,0.0037659261069365535,518030,130230,13.157790365010792,11.777065075654528,train_through_2022
2014,2015,11-3031,Financial Managers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,11,11-30,518030,0.6,130230,0.3,62480,83230,115320,159230,,13.157790365010792,11.777065075654528,0.003833620443528639,531120,134330,13.182745146204946,11.808062182382807,train_through_2022
2015,2016,11-3031,Financial Managers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,11,11-30,531120,0.6,134330,0.3,63020,84600,117990,163680,,13.182745146204946,11.808062182382807,0.0038515790335504063,543300,139720,13.205418773141638,11.847402856066642,train_through_2022
2016,2017,11-3031,Financial Managers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,11,11-30,543300,0.6,139720,0.3,65000,87530,121750,168790,,13.205418773141638,11.847402856066642,0.003869659497741986,569380,143530,13.252305084811308,11.874306318725717,train_through_2022
2017,2018,11-3031,Financial Managers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,11,11-30,569380,0.6,143530,0.3,66480,89670,125080,173920,,13.252305084811308,11.874306318725717,0.003994272850547636,608120,146830,13.318129154305707,11.89703754453108,train_through_2022
2018,2019,11-3031,Financial Managers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,11,11-30,608120,0.6,146830,0.4,67620,91420,127990,178840,,13.318129154305707,11.89703754453108,0.004201719573703587,654790,147530,13.392071379729801,11.901793602171024,train_through_2022
2019,2020,11-3031,Financial Managers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,11,11-30,654790,0.6,147530,0.3,68370,92310,129890,181980,,13.392071379729801,11.901793602171024,0.004458191121922836,653080,151510,13.389456443444907,11.928413508556508,train_through_2022
2020,2021,11-3031,Financial Managers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,11,11-30,653080,0.5,151510,0.3,70830,95770,134180,186030,,13.389456443444907,11.928413508556508,0.004695147889466033,681070,153460,13.431421838140581,11.941201742066479,train_through_2022
2021,2022,11-3031,Financial Managers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,11,11-30,681070,0.6,153460,0.3,77040,99620,131710,191860,,13.431421838140581,11.941201742066479,0.004834206938297513,740780,166050,13.515460314037028,12.020050249069204,train_through_2022
2022,2023,11-3031,Financial Managers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,11,11-30,740780,1.2,166050,0.5,79050,104150,139790,203720,,13.515460314037028,12.020050249069204,0.005009170654231038,787340,174820,13.57641672453451,12.071517872287435,holdout_2023_2024
2023,2024,11-3031,Financial Managers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,11,11-30,787340,1.0,174820,0.5,82870,110190,156100,210830,,13.57641672453451,12.071517872287435,0.00518487694395843,818620,180470,13.615376496266242,12.103325379027153,holdout_2023_2024
2010,2011,11-3051,Industrial Production Managers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,11,11-30,143310,0.8,95660,0.3,52640,67250,87160,114530,148020,11.872772372907892,11.4685659708698,0.0011275625670943395,151850,96370,11.930655055898375,11.475960605464735,train_through_2022
2011,2012,11-3051,Industrial Production Managers,oesm11nat/national_M2011_dl.csv,11,11-30,151850,0.6,96370,0.4,53130,68060,88190,115200,148670,11.930655055898375,11.475960605464735,0.0011837502314296015,160550,97490,11.986366928087486,11.487515345033014,train_through_2022
2012,2013,11-3051,Industrial Production Managers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,11,11-30,160550,0.6,97490,0.3,54250,69040,89190,116310,150020,11.986366928087486,11.487515345033014,0.0012322721286677845,165340,99370,12.015765286931597,11.50661559957419,train_through_2022
2013,2014,11-3051,Industrial Production Managers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,11,11-30,165340,0.6,99370,0.3,55250,70430,90790,118090,152590,12.015765286931597,11.50661559957419,0.0012470123818811379,167200,101640,12.026951960476097,11.529202276031903,train_through_2022
2014,2015,11-3051,Industrial Production Managers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,11,11-30,167200,0.6,101640,0.3,56290,71440,92470,121280,158170,12.026951960476097,11.529202276031903,0.0012373440498773978,169390,103720,12.03996493109922,11.549459880948199,train_through_2022
2015,2016,11-3051,Industrial Production Managers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,11,11-30,169390,0.7,103720,0.4,56640,72210,93940,123800,162240,12.03996493109922,11.549459880948199,0.001228383364386774,168400,107060,12.034103319015012,11.581154044460447,train_through_2022
2016,2017,11-3051,Industrial Production Managers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,11,11-30,168400,0.6,107060,0.4,58610,74670,97140,127590,165450,12.034103319015012,11.581154044460447,0.0011994306265778584,171520,110580,12.05246098707146,11.613503563077657,train_through_2022
2017,2018,11-3051,Industrial Production Managers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,11,11-30,171520,0.6,110580,0.3,61360,77970,100580,130820,168780,12.05246098707146,11.613503563077657,0.0012032345346270163,181310,113370,12.107969067820232,11.638420905648406,train_through_2022
2018,2019,11-3051,Industrial Production Managers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,11,11-30,181310,0.7,113370,0.3,63470,80530,103380,134060,172150,12.107969067820232,11.638420905648406,0.0012527359335463351,185790,115110,12.132377665006745,11.653652159213914,train_through_2022
2019,2020,11-3051,Industrial Production Managers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,11,11-30,185790,0.9,115110,0.3,65050,82400,105480,136880,176070,12.132377665006745,11.653652159213914,0.0012649663686709384,179570,118190,12.098325951879378,11.680057238923196,train_through_2022
2020,2021,11-3051,Industrial Production Managers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,11,11-30,179570,0.8,118190,0.3,67100,84990,108790,141290,181220,12.098325951879378,11.680057238923196,0.0012909715601632503,192270,117780,12.166661114172257,11.67658224686836,train_through_2022
2021,2022,11-3051,Industrial Production Managers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,11,11-30,192270,0.6,117780,0.3,64150,80190,103150,134130,170470,12.166661114172257,11.67658224686836,0.0013647245775419016,211710,120900,12.262977416094275,11.70272730786727,train_through_2022
